State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,ARIYALUR,2008,Kharif,Rice,24574.00,431.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Arhar/Tur,209.00,206611.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Bajra,565.00,11.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Banana,190.00,4469.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Cashewnut,31113.00,32.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Castor seed,27.00,7870.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Coconut,335.00,.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Coriander,460.00,32.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Cotton(lint),3566.00,1.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Dry chillies,1774.00,309.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Groundnut,14528.00,759.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Jowar,6674.00,24054.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Maize,9797.00,1010.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Moong(Green Gram),39.00,249.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Onion,21.00,5.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Ragi,13.00,197.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Sugarcane,8608.00,36.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Sunflower,221.00,2765.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Sweet potato,2.00,81.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Tapioca,258.00,2555.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Turmeric,10.00,870.00
Tamil Nadu,ARIYALUR,2008,Whole Year,Urad,1192.00,180.00
Tamil Nadu,ARIYALUR,2009,Kharif,Rice,25978.00,80462.00
Tamil Nadu,ARIYALUR,2009,Kharif,Small millets,404.00,649.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Arhar/Tur,160.00,122.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Bajra,644.00,1082.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Banana,134.00,5761.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Cashewnut,31188.00,9975.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Castor seed,21.00,6.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Coconut,336.00,5200.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Coriander,338.00,134.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Cotton(lint),4074.00,11033.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Dry chillies,1676.00,608.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Groundnut,13878.00,27002.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Jowar,4959.00,7043.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Maize,9979.00,23891.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Moong(Green Gram),13.00,11.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Onion,47.00,458.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Ragi,47.00,130.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Sesamum,1652.00,452.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Sugarcane,6970.00,809944.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Sunflower,111.00,148.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Sweet potato,2.00,29.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Tapioca,257.00,8858.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Turmeric,21.00,106.00
Tamil Nadu,ARIYALUR,2009,Whole Year,Urad,1046.00,400.00
Tamil Nadu,ARIYALUR,2010,Kharif,Arhar/Tur,209.00,138.00
Tamil Nadu,ARIYALUR,2010,Kharif,Castor seed,27.00,7.00
Tamil Nadu,ARIYALUR,2010,Kharif,Cotton(lint),5684.00,9361.00
Tamil Nadu,ARIYALUR,2010,Kharif,Groundnut,12058.00,37266.00
Tamil Nadu,ARIYALUR,2010,Kharif,Maize,9996.00,8630.00
Tamil Nadu,ARIYALUR,2010,Kharif,Moong(Green Gram),4.00,2.00
Tamil Nadu,ARIYALUR,2010,Kharif,Ragi,42.00,109.00
Tamil Nadu,ARIYALUR,2010,Kharif,Rice,25211.00,97869.00
Tamil Nadu,ARIYALUR,2010,Kharif,Sunflower,202.00,245.00
Tamil Nadu,ARIYALUR,2010,Kharif,Urad,1526.00,741.00
Tamil Nadu,ARIYALUR,2010,Whole Year,Sugarcane,7500.00,739006.00
Tamil Nadu,ARIYALUR,2011,Kharif,Bajra,590.00,1499.00
Tamil Nadu,ARIYALUR,2011,Kharif,Cotton(lint),7661.00,36179.00
Tamil Nadu,ARIYALUR,2011,Kharif,Groundnut,9999.00,35766.00
Tamil Nadu,ARIYALUR,2011,Kharif,Jowar,1659.00,2114.00
Tamil Nadu,ARIYALUR,2011,Kharif,Maize,11778.00,60881.00
Tamil Nadu,ARIYALUR,2011,Kharif,Ragi,14.00,37.00
Tamil Nadu,ARIYALUR,2011,Kharif,Rice,24097.00,97257.00
Tamil Nadu,ARIYALUR,2011,Rabi,Bajra,6.00,18.00
Tamil Nadu,ARIYALUR,2011,Rabi,Cotton(lint),150.00,413.00
Tamil Nadu,ARIYALUR,2011,Rabi,Groundnut,3028.00,18093.00
Tamil Nadu,ARIYALUR,2011,Rabi,Jowar,15.00,22.00
Tamil Nadu,ARIYALUR,2011,Rabi,Maize,357.00,2374.00
Tamil Nadu,ARIYALUR,2011,Rabi,Ragi,3.00,9.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Arhar/Tur,192.00,167.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Banana,144.00,6292.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Cashewnut,29930.00,6468.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Castor seed,38.00,8.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Coconut,323.00,2600000.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Coriander,75.00,35.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Dry chillies,735.00,509.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Moong(Green Gram),6.00,4.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Onion,26.00,329.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Small millets,259.00,705.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Sugarcane,7967.00,880259.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Sunflower,228.00,418.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Tapioca,273.00,10282.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Turmeric,100.00,548.00
Tamil Nadu,ARIYALUR,2011,Whole Year,Urad,1496.00,1163.00
Tamil Nadu,ARIYALUR,2012,Kharif,Arhar/Tur,99.00,78.00
Tamil Nadu,ARIYALUR,2012,Kharif,Castor seed,65.00,14.00
Tamil Nadu,ARIYALUR,2012,Kharif,Cotton(lint),8634.00,15664.00
Tamil Nadu,ARIYALUR,2012,Kharif,Groundnut,9108.00,23014.00
Tamil Nadu,ARIYALUR,2012,Kharif,Horse-gram,1.00,479800.00
Tamil Nadu,ARIYALUR,2012,Kharif,Maize,14743.00,35469.00
Tamil Nadu,ARIYALUR,2012,Kharif,Moong(Green Gram),2.00,1.00
Tamil Nadu,ARIYALUR,2012,Kharif,Ragi,8.00,15.00
Tamil Nadu,ARIYALUR,2012,Kharif,Rice,17523.00,36392.00
Tamil Nadu,ARIYALUR,2012,Kharif,Sunflower,754.00,922.00
Tamil Nadu,ARIYALUR,2012,Kharif,Urad,1703.00,924.00
Tamil Nadu,ARIYALUR,2012,Whole Year,Sugarcane,7804.00,707584.00
Tamil Nadu,ARIYALUR,2013,Kharif,Bajra,777.00,2888.00
Tamil Nadu,ARIYALUR,2013,Kharif,Castor seed,31.00,10.00
Tamil Nadu,ARIYALUR,2013,Kharif,Cotton(lint),8815.00,29867.00
Tamil Nadu,ARIYALUR,2013,Kharif,Groundnut,6436.00,21168.00
Tamil Nadu,ARIYALUR,2013,Kharif,Horse-gram,1.00,10.00
Tamil Nadu,ARIYALUR,2013,Kharif,Jowar,809.00,1004.00
Tamil Nadu,ARIYALUR,2013,Kharif,Maize,17153.00,91257.00
Tamil Nadu,ARIYALUR,2013,Kharif,Moong(Green Gram),23.00,13.00
Tamil Nadu,ARIYALUR,2013,Kharif,Onion,36.00,419.00
Tamil Nadu,ARIYALUR,2013,Kharif,Ragi,38.00,104.00
Tamil Nadu,ARIYALUR,2013,Kharif,Rice,24437.00,131658.00
Tamil Nadu,ARIYALUR,2013,Kharif,Sunflower,76.00,137.00
Tamil Nadu,ARIYALUR,2013,Kharif,Urad,1951.00,1639.00
Tamil Nadu,ARIYALUR,2013,Rabi,Bajra,95.00,190.00
Tamil Nadu,ARIYALUR,2013,Rabi,Cotton(lint),303.00,727.00
Tamil Nadu,ARIYALUR,2013,Rabi,Groundnut,3571.00,21760.00
Tamil Nadu,ARIYALUR,2013,Rabi,Horse-gram,1.00,1.00
Tamil Nadu,ARIYALUR,2013,Rabi,Jowar,63.00,136.00
Tamil Nadu,ARIYALUR,2013,Rabi,Maize,615.00,3076.00
Tamil Nadu,ARIYALUR,2013,Rabi,Onion,7.00,59.00
Tamil Nadu,ARIYALUR,2013,Rabi,Ragi,11.00,44.00
Tamil Nadu,ARIYALUR,2013,Rabi,Sunflower,1.00,1.00
Tamil Nadu,ARIYALUR,2013,Rabi,Urad,1485.00,1267.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Arhar/Tur,236.00,228.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Banana,131.00,5441.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Cashewnut,30152.00,6600.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Coconut,331.00,1700000.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Coriander,14.00,5.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Dry chillies,212.00,58.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Small millets,187.00,491.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Sugarcane,9875.00,1112304.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Tapioca,189.00,5655.00
Tamil Nadu,ARIYALUR,2013,Whole Year,Turmeric,61.00,224.00
Tamil Nadu,COIMBATORE,1997,Kharif,Banana,5619.00,183740.00
Tamil Nadu,COIMBATORE,1997,Kharif,Horse-gram,6849.00,3040.00
Tamil Nadu,COIMBATORE,1997,Kharif,Onion,2813.00,37188.00
Tamil Nadu,COIMBATORE,1997,Kharif,Sesamum,1598.00,580.00
Tamil Nadu,COIMBATORE,1997,Kharif,Small millets,63.00,50.00
Tamil Nadu,COIMBATORE,1997,Kharif,Tobacco,936.00,1620.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Arhar/Tur,1393.00,700.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Bajra,518.00,910.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Banana,7269.00,285930.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Black pepper,131.00,30.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Cardamom,834.00,70.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Cashewnut,63.00,40.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Castor seed,199.00,70.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Coriander,709.00,130.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Cotton(lint),16858.00,30610.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Dry chillies,2350.00,1430.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Gram,4481.00,3320.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Groundnut,33861.00,43150.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Jowar,89773.00,65140.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Maize,15763.00,17720.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Moong(Green Gram),4526.00,1480.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Onion,1680.00,20960.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Pulses total,34941.00,13110.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Ragi,401.00,800.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Rice,18703.00,57670.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Sugarcane,10756.00,12272000.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Sunflower,457.00,460.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Tapioca,1320.00,49510.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Tobacco,844.00,1250.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Total foodgrain,160230.00,155430.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Turmeric,2024.00,16960.00
Tamil Nadu,COIMBATORE,1997,Whole Year,Urad,3085.00,1440.00
Tamil Nadu,COIMBATORE,1998,Kharif,Arhar/Tur,2312.00,1998.00
Tamil Nadu,COIMBATORE,1998,Kharif,Bajra,244.00,511.00
Tamil Nadu,COIMBATORE,1998,Kharif,Cotton(lint),15370.00,32294.00
Tamil Nadu,COIMBATORE,1998,Kharif,Groundnut,39937.00,69248.00
Tamil Nadu,COIMBATORE,1998,Kharif,Horse-gram,7231.00,3030.00
Tamil Nadu,COIMBATORE,1998,Kharif,Jowar,88370.00,64470.00
Tamil Nadu,COIMBATORE,1998,Kharif,Maize,18828.00,21163.00
Tamil Nadu,COIMBATORE,1998,Kharif,Moong(Green Gram),7116.00,3899.00
Tamil Nadu,COIMBATORE,1998,Kharif,Pulses total,43420.00,20310.00
Tamil Nadu,COIMBATORE,1998,Kharif,Ragi,510.00,1271.00
Tamil Nadu,COIMBATORE,1998,Kharif,Rice,15034.00,51575.00
Tamil Nadu,COIMBATORE,1998,Kharif,Sesamum,1106.00,423.00
Tamil Nadu,COIMBATORE,1998,Kharif,Small millets,4600.00,3400.00
Tamil Nadu,COIMBATORE,1998,Kharif,Sunflower,191.00,197.00
Tamil Nadu,COIMBATORE,1998,Kharif,Total foodgrain,167323.00,15962.00
Tamil Nadu,COIMBATORE,1998,Kharif,Urad,10191.00,4983.00
Tamil Nadu,COIMBATORE,1998,Rabi,Gram,4164.00,3981.00
Tamil Nadu,COIMBATORE,1998,Rabi,Wheat,20.00,1.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Banana,6189.00,243451.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Black pepper,130.00,26.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Cardamom,833.00,68.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Castor seed,174.00,60.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Coriander,822.00,150.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Dry chillies,1980.00,1202.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Onion,3093.00,38591.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Sannhamp,1.00,1.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Sugarcane,13193.00,1467460.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Tapioca,1526.00,56679.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Tobacco,461.00,687.00
Tamil Nadu,COIMBATORE,1998,Whole Year,Turmeric,2652.00,22221.00
Tamil Nadu,COIMBATORE,1999,Kharif,Arhar/Tur,961.00,635.00
Tamil Nadu,COIMBATORE,1999,Kharif,Bajra,670.00,1376.00
Tamil Nadu,COIMBATORE,1999,Kharif,Castor seed,3771.00,1365.00
Tamil Nadu,COIMBATORE,1999,Kharif,Cotton(lint),7627.00,12264.00
Tamil Nadu,COIMBATORE,1999,Kharif,Groundnut,36123.00,55110.00
Tamil Nadu,COIMBATORE,1999,Kharif,Horse-gram,7884.00,2985.00
Tamil Nadu,COIMBATORE,1999,Kharif,Jowar,87539.00,43978.00
Tamil Nadu,COIMBATORE,1999,Kharif,Korra,2.00,1.00
Tamil Nadu,COIMBATORE,1999,Kharif,Maize,19841.00,22328.00
Tamil Nadu,COIMBATORE,1999,Kharif,Moong(Green Gram),6400.00,3104.00
Tamil Nadu,COIMBATORE,1999,Kharif,Ragi,419.00,449.00
Tamil Nadu,COIMBATORE,1999,Kharif,Rice,16875.00,60494.00
Tamil Nadu,COIMBATORE,1999,Kharif,Sesamum,1100.00,521.00
Tamil Nadu,COIMBATORE,1999,Kharif,Sunflower,978.00,984.00
Tamil Nadu,COIMBATORE,1999,Kharif,Urad,5178.00,2682.00
Tamil Nadu,COIMBATORE,1999,Rabi,Gram,5030.00,3723.00
Tamil Nadu,COIMBATORE,1999,Rabi,Samai,134.00,73.00
Tamil Nadu,COIMBATORE,1999,Rabi,Wheat,9.00,4.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Banana,5619.00,183740.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Cashewnut,36.00,11.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Coriander,324.00,59.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Dry chillies,1418.00,1235.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Guar seed,11939.00,118374.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Onion,2813.00,37188.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Sugarcane,11939.00,1195037.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Sweet potato,2.00,24.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Tapioca,834.00,29595.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Tobacco,936.00,1620.00
Tamil Nadu,COIMBATORE,1999,Whole Year,Turmeric,3023.00,19346.00
Tamil Nadu,COIMBATORE,2000,Kharif,Arhar/Tur,632.00,418.00
Tamil Nadu,COIMBATORE,2000,Kharif,Bajra,307.00,479.00
Tamil Nadu,COIMBATORE,2000,Kharif,Castor seed,242.00,88.00
Tamil Nadu,COIMBATORE,2000,Kharif,Cotton(lint),6674.00,10987.00
Tamil Nadu,COIMBATORE,2000,Kharif,Groundnut,20169.00,27436.00
Tamil Nadu,COIMBATORE,2000,Kharif,Horse-gram,4859.00,1809.00
Tamil Nadu,COIMBATORE,2000,Kharif,Jowar,74450.00,35650.00
Tamil Nadu,COIMBATORE,2000,Kharif,Maize,18075.00,20341.00
Tamil Nadu,COIMBATORE,2000,Kharif,Moong(Green Gram),5292.00,2397.00
Tamil Nadu,COIMBATORE,2000,Kharif,Other Cereals & Millets,10.00,6.00
Tamil Nadu,COIMBATORE,2000,Kharif,Other Kharif pulses,12066.00,2582.00
Tamil Nadu,COIMBATORE,2000,Kharif,Ragi,295.00,305.00
Tamil Nadu,COIMBATORE,2000,Kharif,Rice,12170.00,47066.00
Tamil Nadu,COIMBATORE,2000,Kharif,Sesamum,800.00,382.00
Tamil Nadu,COIMBATORE,2000,Kharif,Sunflower,145.00,153.00
Tamil Nadu,COIMBATORE,2000,Kharif,Urad,3716.00,1925.00
Tamil Nadu,COIMBATORE,2000,Rabi,Gram,2297.00,1700.00
Tamil Nadu,COIMBATORE,2000,Rabi,Rapeseed &Mustard,6.00,1.00
Tamil Nadu,COIMBATORE,2000,Rabi,Wheat,8.00,4.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Banana,7050.00,230533.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Cardamom,6.00,16806.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Cashewnut,43.00,17.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Coriander,294.00,53.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Dry chillies,1716.00,1653.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Onion,4450.00,58829.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Sannhamp,5.00,4.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Sugarcane,11167.00,1117764.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Tapioca,1236.00,43860.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Tobacco,601.00,1040.00
Tamil Nadu,COIMBATORE,2000,Whole Year,Turmeric,4178.00,26062.00
Tamil Nadu,COIMBATORE,2001,Kharif,Arhar/Tur,563.00,370.00
Tamil Nadu,COIMBATORE,2001,Kharif,Bajra,236.00,450.00
Tamil Nadu,COIMBATORE,2001,Kharif,Cotton(lint),10220.00,14650.00
Tamil Nadu,COIMBATORE,2001,Kharif,Groundnut,19152.00,29100.00
Tamil Nadu,COIMBATORE,2001,Kharif,Jowar,75752.00,29680.00
Tamil Nadu,COIMBATORE,2001,Kharif,Moong(Green Gram),4420.00,1260.00
Tamil Nadu,COIMBATORE,2001,Kharif,Ragi,233.00,420.00
Tamil Nadu,COIMBATORE,2001,Kharif,Rice,10548.00,37200.00
Tamil Nadu,COIMBATORE,2001,Kharif,Sesamum,914.00,460.00
Tamil Nadu,COIMBATORE,2001,Kharif,Sunflower,45.00,60.00
Tamil Nadu,COIMBATORE,2001,Kharif,Urad,1839.00,720.00
Tamil Nadu,COIMBATORE,2001,Whole Year,Sugarcane,13438.00,1496800.00
Tamil Nadu,COIMBATORE,2002,Kharif,Arhar/Tur,468.00,255.00
Tamil Nadu,COIMBATORE,2002,Kharif,Bajra,624.00,684.00
Tamil Nadu,COIMBATORE,2002,Kharif,Castor seed,168.00,62.00
Tamil Nadu,COIMBATORE,2002,Kharif,Cotton(lint),5103.00,3024.00
Tamil Nadu,COIMBATORE,2002,Kharif,Groundnut,13131.00,12376.00
Tamil Nadu,COIMBATORE,2002,Kharif,Horse-gram,5794.00,1171.00
Tamil Nadu,COIMBATORE,2002,Kharif,Jowar,80595.00,23240.00
Tamil Nadu,COIMBATORE,2002,Kharif,Korra,1.00,1.00
Tamil Nadu,COIMBATORE,2002,Kharif,Maize,18242.00,20520.00
Tamil Nadu,COIMBATORE,2002,Kharif,Moong(Green Gram),4238.00,699.00
Tamil Nadu,COIMBATORE,2002,Kharif,Other Kharif pulses,12702.00,2721.00
Tamil Nadu,COIMBATORE,2002,Kharif,Ragi,198.00,264.00
Tamil Nadu,COIMBATORE,2002,Kharif,Rice,6577.00,22152.00
Tamil Nadu,COIMBATORE,2002,Kharif,Samai,24.00,17.00
Tamil Nadu,COIMBATORE,2002,Kharif,Sesamum,525.00,177.00
Tamil Nadu,COIMBATORE,2002,Kharif,Sunflower,10.00,12.00
Tamil Nadu,COIMBATORE,2002,Kharif,Urad,2083.00,831.00
Tamil Nadu,COIMBATORE,2002,Kharif,Varagu,1.00,1.00
Tamil Nadu,COIMBATORE,2002,Rabi,Gram,4113.00,3046.00
Tamil Nadu,COIMBATORE,2002,Rabi,Wheat,6.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Arecanut,1589.00,688.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Ash Gourd,67.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Banana,6499.00,212533.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Beans & Mutter(Vegetable),2.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Beet Root,265.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Bhindi,392.00,5017.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Bitter Gourd,182.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Bottle Gourd,12.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Brinjal,621.00,6413.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Cashewnut,243.00,73.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Cauliflower,59.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Citrus Fruit,56.00,62.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Coconut,99250.00,630000.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Coriander,680.00,323.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Cucumber,33.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Drum Stick,45.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Dry chillies,1265.00,654.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Garlic,2.00,11.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Grapes,368.00,6782.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Jack Fruit,13.00,147.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Lab-Lab,119.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Mango,3848.00,28864.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Onion,1970.00,26248.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Orange,18.00,28.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Other Citrus Fruit,162.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Other Fresh Fruits,325.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Other Vegetables,626.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Papaya,149.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Pome Fruit,172.00,900.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Pome Granet,51.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Redish,9.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Ribed Guard,78.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Snak Guard,85.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Sugarcane,9623.00,830060.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Tapioca,518.00,15576.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Tomato,4409.00,56986.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Turmeric,1453.00,7620.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Water Melon,32.00,.00
Tamil Nadu,COIMBATORE,2002,Whole Year,Yam,5.00,.00
Tamil Nadu,COIMBATORE,2003,Kharif,Arhar/Tur,342.00,209.00
Tamil Nadu,COIMBATORE,2003,Kharif,Bajra,500.00,575.00
Tamil Nadu,COIMBATORE,2003,Kharif,Castor seed,205.00,76.00
Tamil Nadu,COIMBATORE,2003,Kharif,Cotton(lint),6881.00,8600.00
Tamil Nadu,COIMBATORE,2003,Kharif,Groundnut,16629.00,14937.00
Tamil Nadu,COIMBATORE,2003,Kharif,Horse-gram,5967.00,1710.00
Tamil Nadu,COIMBATORE,2003,Kharif,Jowar,94373.00,28512.00
Tamil Nadu,COIMBATORE,2003,Kharif,Korra,1.00,1.00
Tamil Nadu,COIMBATORE,2003,Kharif,Maize,21839.00,24570.00
Tamil Nadu,COIMBATORE,2003,Kharif,Moong(Green Gram),5730.00,1737.00
Tamil Nadu,COIMBATORE,2003,Kharif,Other Kharif pulses,15696.00,3363.00
Tamil Nadu,COIMBATORE,2003,Kharif,Ragi,174.00,240.00
Tamil Nadu,COIMBATORE,2003,Kharif,Rice,3654.00,10643.00
Tamil Nadu,COIMBATORE,2003,Kharif,Sesamum,874.00,279.00
Tamil Nadu,COIMBATORE,2003,Kharif,Small millets,19.00,12.00
Tamil Nadu,COIMBATORE,2003,Kharif,Sunflower,13.00,17.00
Tamil Nadu,COIMBATORE,2003,Kharif,Urad,1715.00,701.00
Tamil Nadu,COIMBATORE,2003,Rabi,Gram,4627.00,3427.00
Tamil Nadu,COIMBATORE,2003,Whole Year,Arecanut,1577.00,66962.00
Tamil Nadu,COIMBATORE,2003,Whole Year,Ash Gourd,167.00,.00
Tamil Nadu,COIMBATORE,2003,Whole Year,Banana,4983.00,145880.00
Tamil Nadu,COIMBATORE,2003,Whole Year,Beans & Mutter(Vegetable),2.00,.00
Tamil Nadu,COIMBATORE,2003,Whole Year,Beet Root,290.00,.00
